title,original_title,budget,original_language,homepage,overview,popularity,runtime,revenue,release_date,vote_average,vote_count,genres,spoken_languages,production_countries,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization
Marriage Story,Marriage Story,18000000,en,https://www.marriagestorymovie.com,"A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes.",31.308,137,2300000,2019-09-28,7.741,6815,Drama,English,United Kingdom,https://www.nytimes.com/2019/11/05/movies/marriage-story-review.html,"Adam Driver and Scarlett Johansson self-consciously uncouple in Noah Baumbach’s tender, stinging tale of divorce.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Baumbach, Noah', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Marriage Story (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Driver, Adam', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Johansson, Scarlett', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'ALDA, ALAN', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Dern, Laura', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Liotta, Ray', 'rank': 8, 'major': 'N'}]",2019-11-05T19:01:02+0000,1244,‘Marriage Story’ Review: Dance Me to the End of Love,critic’s pick,None,"Friendly Split, Shattering Break",None,None,None,By A.O. Scott,None
"Cyrano, My Love",Edmond,9208475,fr,http://roadsideattractions.com/filmography/cyranomylove,"Paris, France, December 1897. The young playwright Edmond Rostand feels like a failure. Inspiration has abandoned him. Married and father of two children, desperate and penniless, he persuades the great actor Constant Coquelin to perform the main role in his new play. But there is a problem: Coquelin wants to premiere it at Christmas and Edmond has not written a single word.",10.886,113,0,2018-11-10,7.494,490,"Comedy, History","French, Russian","Belgium, France",https://www.nytimes.com/2019/10/17/movies/cyrano-my-love-review.html,This superficial take on the writing and initial staging of “Cyrano de Bergerac” is a whirlwind of soapy declarations and backstage chaos.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Cyrano, My Love (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Michalik, Alexis', 'rank': 3, 'major': 'N'}]",2019-10-17T11:00:03+0000,291,"‘Cyrano, My Love’ Review: A Nose for Romance",None,None,"Cyrano, My Love",None,None,None,By Jeannette Catsoulis,None
Pretenders,Pretenders,0,en,,"A love triangle involving a photographer, a director and an actress.",5.397,95,0,2019-09-27,5.6,13,Drama,English,United States of America,https://www.nytimes.com/2019/10/03/movies/pretenders-review.html,"Directed by James Franco and featuring James Franco, this film indulges in a distasteful brand of nostalgia.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Franco, James', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Pretenders (Movie)', 'rank': 3, 'major': 'N'}]",2019-10-03T11:00:07+0000,276,"‘Pretenders’ Review: A Little New Wave Love, a Lot of Misogyny",None,None,Pretenders,None,None,None,By Glenn Kenny,None
First Love,First Love,0,en,,"A young man’s difficult entry into adulthood, who experiences the highs and lows of his first love, while dealing with the familial fallout spurred by the financial crisis of 2008.",13.997,95,0,2022-06-17,5.652,125,"Romance, Drama","English, Portuguese",United States of America,https://www.nytimes.com/2019/09/26/movies/first-love-review.html,The prolific director Takashi Miike delivers an unusually satisfying Japanese genre romp.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Miike, Takashi', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'First Love (Movie)', 'rank': 3, 'major': 'N'}]",2019-09-26T11:00:06+0000,398,‘First Love’ Review: Eluding Assassins With the Help of a Boxer,Critic’s Pick,None,"Assassin Variations, by Way of Japan",None,None,None,By Glenn Kenny,None
Loro,Loro,0,it,,"Internationally released Director's Cut of ""Loro 1"" and ""Loro 2"", which were released separately as two movies in Italy. The film talks about the group of businessmen and politicians – the Loro (Them) from the title – who live and act near to media tycoon and politician Silvio Berlusconi in the years between 2006 and 2009.",16.04,157,0,2018-09-13,6.712,286,Drama,Italian,"France, Italy",https://www.nytimes.com/2019/09/19/movies/loro-review.html,Toni Servillo plays the former Italian Prime Minister Silvio Berlusconi in Paolo Sorrentino’s extravagant portrait.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Loro (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Servillo, Toni', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Sorrentino, Paolo', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Berlusconi, Silvio', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Italy', 'rank': 6, 'major': 'N'}]",2019-09-19T17:27:07+0000,820,"‘Loro’ Review: A Corrupt Leader, and the People Who Love Him",None,None,Corruption and Charisma Personified,None,None,None,By A.O. Scott,None
Falling Inn Love,Falling Inn Love,0,en,https://www.netflix.com/title/80999781,"When a San Francisco exec wins a New Zealand inn, she ditches city life to remodel and flip the rustic property with help from a handsome contractor.",20.959,98,0,2019-08-29,6.519,1136,"Romance, Comedy",English,United States of America,https://www.nytimes.com/2019/08/29/movies/falling-inn-love-review.html,"It’s hard to find a reliable, talented, reasonably priced, eco-friendly contractor these days.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Netflix Inc', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Kumble, Roger', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Milian, Christina', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Demos, Adam', 'rank': 5, 'major': 'N'}, {'name': 'creative_works', 'value': 'Falling Inn Love (Movie)', 'rank': 6, 'major': 'N'}]",2019-08-29T14:56:44+0000,374,‘Falling Inn Love’ Review: A Prize That Needs Some Work,Streaming Movie Review,None,A Fine Romance to Watch While Sorting Socks,None,None,None,By Helen T. Verongos,None
Hot Air,Hot Air,0,en,,A right-wing talk show host's life takes a sudden turn when his 16-year-old niece comes crashing into his life.,2.784,99,0,2018-04-10,5.184,19,Drama,English,United States of America,https://www.nytimes.com/2019/08/22/movies/hot-air-review.html,Steve Coogan stars in this cumbersome political comedy.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Coogan, Steve', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Coraci, Frank', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'Hot Air (Movie)', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Campbell, Neve', 'rank': 5, 'major': 'N'}]",2019-08-22T15:50:09+0000,266,‘Hot Air’ Review: A Right-Wing Radio Host Learns to Love Again,None,None,Hot Air,None,None,None,By Bilge Ebiri,None
"Love, Antosha","Love, Antosha",0,en,https://antonyelchindoc.com/,"From a prolific career in film and television, Anton Yelchin left an indelible legacy as an actor. Through his journals and other writings, his photography, the original music he wrote, and interviews with his family, friends, and colleagues, this film looks not just at Anton's impressive career, but at a broader portrait of the man.",8.71,92,0,2019-08-02,7.25,50,Documentary,"English, Russian",United States of America,https://www.nytimes.com/2019/08/08/movies/love-anthosa-review.html,"Anton Yelchin, who played Chekov in the J.J. Abrams-produced “Star Trek” films, assembled an eclectic filmography before his death at 27 in 2016.",The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Love, Antosha (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Price, Garret', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Yelchin, Anton', 'rank': 4, 'major': 'N'}]",2019-08-08T09:00:10+0000,319,"‘Love, Antosha’ Review: A Heartbreaking Look at an Actor’s Too-Short Life",Critic’s Pick,None,"Love, Antosha",None,None,None,By Glenn Kenny,None
Leto,Leto,0,sh,,,0.576,80,0,1988-01-01,0.0,0,"Family, Drama, TV Movie",Serbo-Croatian,Yugoslavia,https://www.nytimes.com/2019/06/06/movies/leto-review.html,Kirill Serebrennikov’s gentle mood piece brings an underground music scene to vivid life.,The New York Times,"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Leto (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Serebrennikov, Kirill S', 'rank': 3, 'major': 'N'}]",2019-06-06T11:00:02+0000,283,‘Leto’ Review: Love and Rock in Leningrad,Critic’s Pick,None,Leto,None,None,None,By Jeannette Catsoulis,None
The Tomorrow Man,The Tomorrow Man,0,en,https://bleeckerstreetmedia.com/thetomorrowman,"Ed Hemsler spends his life preparing for a disaster that may never come. Ronnie Meisner spends her life shopping for things she may never use. In a small town somewhere in America, these two people will try to find love while trying not to get lost in each other’s stuff.",6.928,94,0,2019-05-22,5.746,59,"Drama, Romance",English,United States of America,https://www.nytimes.com/2019/05/21/movies/the-tomorrow-man-review.html,Blythe Danner and John Lithgow strain to elevate this twee late-life romance.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Tomorrow Man (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Danner, Blythe', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Lithgow, John', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Jones, Noble', 'rank': 5, 'major': 'N'}]",2019-05-21T11:00:01+0000,280,‘The Tomorrow Man’ Review: Love Among the Neuroses,None,None,"They Whirl, They Twirl, They Tango",None,None,None,By Jeannette Catsoulis,None
Asako I & II,寝ても覚めても,0,ja,http://www.netemosametemo.jp/,"College student Asako falls in love at first sight with Baku after meeting at a photography exhibit. Romance sparks between the two but doesn't last long when Baku suddenly disappears from her life. Two years later, she spots a man that bears a striking resemblance to him. Even though it is only his physical similarities to Baku that attracted her to him, she doesn't say so and starts dating the soft-spoken young man called Ryohei.",13.224,119,0,2018-09-01,6.792,168,"Drama, Romance","Japanese, English",Japan,https://www.nytimes.com/2019/05/16/movies/asako-i-and-ii-review.html,The Japanese director Ryusuke Hamaguchi follows up his marathon “Happy Hour” with a story of love among young urbanites.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Asako I & II (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Hamaguchi, Ryusuke', 'rank': 3, 'major': 'N'}]",2019-05-16T11:00:01+0000,547,‘Asako I & II’ Review: Double the Love (and the Heartbreak),Critic’s Pick,None,Falling For a Drifter And His Lookalike,None,None,None,By Glenn Kenny,None
The Sun Is Also a Star,The Sun Is Also a Star,9000000,en,https://www.thesunisalsoastarmovie.com,"Two young New Yorkers begin to fall in love over the course of a single day, as a series of potentially life-altering meetings loom over their heads - hers concerning her family’s deportation to Jamaica, and his concerning an education at Dartmouth.",18.899,100,6800000,2019-05-16,6.961,571,"Romance, Drama",English,United States of America,https://www.nytimes.com/2019/05/15/movies/the-sun-is-also-a-star-review.html,"Yara Shahidi and Charles Melton play teenagers falling in love on a hectic, sunny day in New York.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Sun Is also a Star (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Russo-Young, Ry', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Shahidi, Yara (2000- )', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Yoon, Nicola (Author)', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Melton, Charles (1991- )', 'rank': 6, 'major': 'N'}]",2019-05-15T16:01:27+0000,697,"‘The Sun Is Also a Star’ Review: A Charming, if Generic, Adolescent Love Story",None,None,A Beautiful Day for Young Hearts,None,None,None,By A.O. Scott,None
Shéhérazade,Shéhérazade,0,fr,,"Zachary, 17 years old, gets out of jail. Rejected by his mother, he hangs out in the mean streets of Marseille. He falls in love with Shéhérazade, a young prostitute of whom he becomes the pimp without realizing it...",14.679,106,0,2018-09-05,7.229,249,"Drama, Thriller, Romance",French,France,https://www.nytimes.com/2019/05/10/movies/sheherazade-review.html,The options are few and most of them involve risk or further deprivation for these French teenagers who face the world with little support.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Netflix Inc', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Sheherazade (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Marlin, Jean-Bernard', 'rank': 4, 'major': 'N'}]",2019-05-10T11:00:01+0000,350,‘Shéhérazade’ Review: Love in the Mean Streets of Marseille,Streaming Movie Review,None,None,None,None,None,By Helen T. Verongos,None
Long Shot,Long Shot,40000000,en,https://longshot.movie,"Journalist Fred Flarsky reunites with his childhood crush, Charlotte Field, now one of the most influential women in the world. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter — much to the dismay of her trusted advisers.",23.586,125,0,2019-05-02,6.733,2609,"Comedy, Romance","French, English, Swedish",United States of America,https://www.nytimes.com/2019/05/02/movies/long-shot-review.html,The improbably yet perfectly paired stars play old friends who unexpectedly find love in this charming (and a bit vulgar) romantic comedy.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Comedy and Humor', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Odenkirk, Bob', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Rogen, Seth', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Theron, Charlize', 'rank': 5, 'major': 'N'}, {'name': 'creative_works', 'value': 'Long Shot (Movie)', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Levine, Jonathan A (1976- )', 'rank': 7, 'major': 'N'}]",2019-05-02T17:43:25+0000,1025,‘Long Shot’ Review: Charlize Theron and Seth Rogen Give Good Heart,Critic’s Pick,None,Beating the Odds for Love and Bliss,None,None,None,By Manohla Dargis,None
Clara,Clara,0,en,,An astronomer becomes obsessed with searching the cosmos for signs of life beyond Earth which leads to a shocking discovery.,8.049,106,0,2018-11-30,7.5,199,"Science Fiction, Drama, Romance","Spanish, English",Canada,https://www.nytimes.com/2019/05/02/movies/clara-review.html,A ruthless empiricist searching for life beyond Earth learns a thing or two about life on the planet.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Clara (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Adams, Patrick J', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Esmer, Ennis (1978- )', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Sherman, Akash', 'rank': 5, 'major': 'N'}]",2019-05-02T11:00:04+0000,256,‘Clara’ Review: Love Means Never Having to Say You’re Starry,None,None,Clara,None,None,None,By Ben Kenigsberg,None
